id,gender,age,income,marital,education,min_offer
7056,M,41,62000.0,married,tertiary education,57
7057,M,54,97000.0,married,tertiary education,0
7058,M,82,32000.0,single,below upper secondary,43
7059,F,40,85000.0,married,tertiary education,167
7060,F,41,64000.0,divorced,tertiary education,3
7061,M,21,52000.0,single,upper secondary and post-secondary non-tertiary,135
7062,M,44,75000.0,divorced,tertiary education,92
7063,M,34,31000.0,married,tertiary education,27
7064,M,56,71000.0,married,upper secondary and post-secondary non-tertiary,98
7065,F,63,110000.0,married,tertiary education,0
7066,F,74,57000.0,married,upper secondary and post-secondary non-tertiary,101
7067,F,97,71000.0,married,upper secondary and post-secondary non-tertiary,89
7068,F,34,41000.0,single,tertiary education,22
7069,F,83,56000.0,single,upper secondary and post-secondary non-tertiary,74
7070,M,45,96000.0,married,tertiary education,134
7071,M,20,61000.0,single,tertiary education,0
7072,F,27,31000.0,married,tertiary education,33
7073,F,62,69000.0,divorced,tertiary education,0
7074,M,34,66000.0,single,upper secondary and post-secondary non-tertiary,185
7075,F,92,57000.0,married,upper secondary and post-secondary non-tertiary,51
7076,M,26,42000.0,married,tertiary education,29
7077,M,44,59000.0,single,upper secondary and post-secondary non-tertiary,0
7078,M,25,35000.0,single,below upper secondary,22
7079,F,54,45000.0,divorced,tertiary education,40
7080,M,56,72000.0,separated,tertiary education,91
7081,M,54,60000.0,married,upper secondary and post-secondary non-tertiary,0
7082,M,67,91000.0,married,tertiary education,57
7083,M,87,33000.0,single,upper secondary and post-secondary non-tertiary,57
7084,O,33,70000.0,single,tertiary education,92
7085,F,84,71000.0,separated,tertiary education,81
7086,O,42,89000.0,married,tertiary education,148
7087,M,18,34000.0,single,upper secondary and post-secondary non-tertiary,20
7088,F,53,54000.0,married,tertiary education,10
7089,F,72,74000.0,married,tertiary education,33
7090,F,77,119000.0,divorced,tertiary education,203
7091,M,61,44000.0,married,tertiary education,83
7092,F,95,71000.0,married,upper secondary and post-secondary non-tertiary,71
7093,F,67,94000.0,married,tertiary education,1
7094,M,70,78000.0,single,upper secondary and post-secondary non-tertiary,64
7095,M,58,73000.0,divorced,tertiary education,140
7096,F,27,62000.0,single,tertiary education,106
7097,F,76,109000.0,single,upper secondary and post-secondary non-tertiary,0
7098,F,73,80000.0,married,tertiary education,98
7099,F,50,108000.0,married,tertiary education,91
7100,M,32,62000.0,single,upper secondary and post-secondary non-tertiary,37
7101,M,21,45000.0,single,upper secondary and post-secondary non-tertiary,0
7102,M,64,71000.0,single,upper secondary and post-secondary non-tertiary,0
7103,M,59,83000.0,married,tertiary education,198
7104,M,46,59000.0,married,upper secondary and post-secondary non-tertiary,54
7105,F,55,76000.0,married,tertiary education,86
7106,M,71,69000.0,married,upper secondary and post-secondary non-tertiary,62
7107,F,72,42000.0,single,below upper secondary,58
7108,F,80,92000.0,married,tertiary education,149
7109,M,42,59000.0,single,below upper secondary,92
7110,F,66,52000.0,separated,tertiary education,113
7111,M,71,32000.0,married,tertiary education,46
7112,M,80,49000.0,married,tertiary education,132
7113,F,32,52000.0,single,upper secondary and post-secondary non-tertiary,130
7114,M,79,33000.0,single,upper secondary and post-secondary non-tertiary,33
7115,M,20,35000.0,widowed,tertiary education,0
7116,M,78,111000.0,married,tertiary education,0
7117,F,75,80000.0,single,upper secondary and post-secondary non-tertiary,0
7118,O,62,67000.0,married,upper secondary and post-secondary non-tertiary,79
7119,M,85,117000.0,married,upper secondary and post-secondary non-tertiary,0
7120,F,48,64000.0,widowed,tertiary education,63
7121,M,42,67000.0,divorced,tertiary education,148
7122,M,40,68000.0,married,tertiary education,110
7123,M,84,43000.0,married,tertiary education,34
7124,M,53,58000.0,married,tertiary education,54
7125,M,51,73000.0,single,upper secondary and post-secondary non-tertiary,0
7126,M,66,105000.0,married,upper secondary and post-secondary non-tertiary,143
7127,F,27,36000.0,single,upper secondary and post-secondary non-tertiary,44
7128,M,57,93000.0,single,below upper secondary,0
7129,M,54,86000.0,single,below upper secondary,103
7130,M,49,94000.0,separated,tertiary education,116
7131,M,25,67000.0,single,below upper secondary,53
7132,M,32,62000.0,married,tertiary education,11
7133,F,93,92000.0,married,upper secondary and post-secondary non-tertiary,66
7134,M,68,50000.0,single,below upper secondary,22
7135,F,62,48000.0,married,tertiary education,0
7136,F,61,86000.0,single,upper secondary and post-secondary non-tertiary,192
7137,M,38,76000.0,single,upper secondary and post-secondary non-tertiary,189
7138,M,55,55000.0,divorced,tertiary education,42
7139,M,23,60000.0,single,upper secondary and post-secondary non-tertiary,90
7140,M,43,54000.0,married,tertiary education,0
7141,F,22,44000.0,single,upper secondary and post-secondary non-tertiary,11
7142,M,45,42000.0,single,upper secondary and post-secondary non-tertiary,39
7143,M,80,64000.0,married,tertiary education,5
7144,F,68,78000.0,single,upper secondary and post-secondary non-tertiary,214
7145,M,67,38000.0,separated,tertiary education,61
7146,F,57,33000.0,divorced,tertiary education,37
7147,M,46,54000.0,married,tertiary education,0
7148,F,41,77000.0,widowed,tertiary education,14
7149,M,52,37000.0,single,upper secondary and post-secondary non-tertiary,28
7150,F,45,95000.0,married,tertiary education,71
7151,M,58,34000.0,single,upper secondary and post-secondary non-tertiary,1
7152,M,73,70000.0,divorced,tertiary education,44
7153,M,36,47000.0,married,upper secondary and post-secondary non-tertiary,38
7154,F,64,73000.0,married,tertiary education,0
7155,F,44,62000.0,divorced,tertiary education,91
7156,M,43,73000.0,single,below upper secondary,55
7157,F,63,76000.0,divorced,tertiary education,59
7158,M,67,51000.0,married,tertiary education,10
7159,F,59,108000.0,married,upper secondary and post-secondary non-tertiary,107
7160,M,28,70000.0,married,tertiary education,62
7161,M,67,71000.0,married,tertiary education,0
7162,M,46,40000.0,married,tertiary education,62
7163,M,76,54000.0,married,tertiary education,0
7164,F,39,53000.0,married,tertiary education,120
7165,M,74,50000.0,married,tertiary education,22
7166,F,51,74000.0,divorced,tertiary education,17
7167,M,60,42000.0,single,below upper secondary,0
7168,F,24,52000.0,single,tertiary education,8
7169,M,63,64000.0,married,upper secondary and post-secondary non-tertiary,179
7170,M,55,58000.0,single,upper secondary and post-secondary non-tertiary,97
7171,F,60,81000.0,married,tertiary education,47
7172,M,68,118000.0,married,tertiary education,120
7173,M,63,49000.0,married,tertiary education,79
7174,M,27,72000.0,single,tertiary education,51
7175,M,69,86000.0,widowed,tertiary education,161
7176,M,44,51000.0,married,tertiary education,24
7177,F,34,42000.0,married,tertiary education,0
7178,F,46,82000.0,married,tertiary education,92
7179,F,70,35000.0,single,upper secondary and post-secondary non-tertiary,30
7180,F,90,51000.0,married,tertiary education,0
7181,F,82,81000.0,married,upper secondary and post-secondary non-tertiary,115
7182,M,37,64000.0,single,upper secondary and post-secondary non-tertiary,53
7183,M,41,75000.0,married,tertiary education,173
7184,F,66,46000.0,married,upper secondary and post-secondary non-tertiary,10
7185,M,40,69000.0,single,below upper secondary,59
7186,F,60,56000.0,single,upper secondary and post-secondary non-tertiary,0
7187,F,59,75000.0,married,tertiary education,115
7188,F,42,78000.0,single,upper secondary and post-secondary non-tertiary,73
7189,F,56,93000.0,married,upper secondary and post-secondary non-tertiary,94
7190,F,88,33000.0,married,upper secondary and post-secondary non-tertiary,18
7191,F,26,54000.0,separated,tertiary education,7
7192,M,55,45000.0,single,upper secondary and post-secondary non-tertiary,59
7193,F,50,72000.0,married,tertiary education,55
7194,F,47,67000.0,married,tertiary education,79
7195,M,60,32000.0,married,upper secondary and post-secondary non-tertiary,34
7196,M,39,39000.0,married,tertiary education,57
7197,M,51,75000.0,married,tertiary education,81
7198,M,39,62000.0,single,upper secondary and post-secondary non-tertiary,50
7199,F,73,52000.0,married,tertiary education,0
7200,F,44,75000.0,married,tertiary education,68
7201,M,63,56000.0,married,tertiary education,140
7202,F,52,54000.0,married,upper secondary and post-secondary non-tertiary,84
7203,F,68,55000.0,single,upper secondary and post-secondary non-tertiary,25
7204,M,26,44000.0,single,tertiary education,48
7205,F,55,82000.0,separated,tertiary education,163
7206,F,56,110000.0,single,upper secondary and post-secondary non-tertiary,112
7207,F,57,79000.0,married,tertiary education,99
7208,F,33,40000.0,married,tertiary education,11
7209,F,55,79000.0,married,tertiary education,166
7210,M,53,100000.0,married,tertiary education,174
7211,F,67,111000.0,married,tertiary education,34
7212,M,65,33000.0,married,tertiary education,12
7213,F,21,49000.0,single,tertiary education,6
7214,M,85,53000.0,married,upper secondary and post-secondary non-tertiary,126
7215,M,26,38000.0,single,tertiary education,0
7216,M,84,37000.0,divorced,tertiary education,0
7217,M,61,117000.0,married,tertiary education,0
7218,M,69,71000.0,separated,tertiary education,0
7219,F,77,46000.0,married,upper secondary and post-secondary non-tertiary,0
7220,F,65,81000.0,separated,tertiary education,0
7221,F,58,71000.0,divorced,tertiary education,58
7222,F,33,40000.0,single,tertiary education,145
7223,F,32,54000.0,separated,tertiary education,6
7224,F,75,60000.0,married,tertiary education,87
7225,M,81,74000.0,married,tertiary education,116
7226,F,60,83000.0,single,below upper secondary,35
7227,F,64,71000.0,married,tertiary education,44
7228,M,37,51000.0,married,tertiary education,41
7229,O,52,84000.0,married,tertiary education,100
7230,M,42,74000.0,married,tertiary education,100
7231,F,20,48000.0,single,upper secondary and post-secondary non-tertiary,0
7232,M,27,66000.0,single,tertiary education,140
7233,O,71,86000.0,married,tertiary education,277
7234,M,37,69000.0,single,upper secondary and post-secondary non-tertiary,51
7235,F,74,50000.0,married,tertiary education,70
7236,F,65,89000.0,divorced,tertiary education,121
7237,F,48,96000.0,married,upper secondary and post-secondary non-tertiary,48
7238,M,43,45000.0,married,tertiary education,83
7239,F,55,77000.0,single,upper secondary and post-secondary non-tertiary,128
7240,M,67,62000.0,separated,tertiary education,152
7241,F,56,57000.0,married,tertiary education,67
7242,M,39,36000.0,married,tertiary education,144
7243,M,78,57000.0,married,upper secondary and post-secondary non-tertiary,61
7244,M,44,51000.0,married,tertiary education,40
7245,M,69,57000.0,divorced,tertiary education,58
7246,M,31,40000.0,single,upper secondary and post-secondary non-tertiary,36
7247,F,50,73000.0,married,tertiary education,82
7248,M,64,98000.0,married,tertiary education,104
7249,M,54,53000.0,single,upper secondary and post-secondary non-tertiary,40
7250,M,44,60000.0,single,upper secondary and post-secondary non-tertiary,0
7251,F,54,74000.0,married,tertiary education,86
7252,M,65,32000.0,divorced,tertiary education,16
7253,F,56,83000.0,divorced,tertiary education,59
7254,M,81,81000.0,married,tertiary education,0
7255,M,75,87000.0,married,tertiary education,98
7256,M,46,56000.0,separated,tertiary education,81
7257,M,62,63000.0,married,tertiary education,19
7258,M,27,35000.0,separated,tertiary education,40
7259,F,67,42000.0,married,tertiary education,27
7260,M,34,51000.0,married,tertiary education,42
7261,M,68,55000.0,married,tertiary education,17
7262,M,47,44000.0,married,tertiary education,14
7263,M,67,93000.0,married,tertiary education,0
7264,M,19,70000.0,separated,tertiary education,85
7265,M,57,46000.0,separated,tertiary education,0
7266,M,52,94000.0,divorced,tertiary education,90
7267,M,58,48000.0,married,tertiary education,87
7268,F,30,54000.0,separated,tertiary education,12
7269,M,57,120000.0,married,tertiary education,275
7270,F,58,89000.0,divorced,tertiary education,41
7271,M,52,89000.0,single,upper secondary and post-secondary non-tertiary,63
7272,M,68,57000.0,married,upper secondary and post-secondary non-tertiary,52
7273,F,64,71000.0,married,tertiary education,94
7274,M,44,40000.0,single,below upper secondary,52
7275,F,58,81000.0,single,upper secondary and post-secondary non-tertiary,156
7276,M,21,62000.0,single,upper secondary and post-secondary non-tertiary,33
7277,M,81,38000.0,single,upper secondary and post-secondary non-tertiary,112
7278,M,50,39000.0,married,tertiary education,26
7279,M,20,45000.0,single,tertiary education,0
7280,F,61,77000.0,single,upper secondary and post-secondary non-tertiary,94
7281,F,75,42000.0,divorced,tertiary education,48
7282,F,72,62000.0,divorced,tertiary education,266
7283,M,33,38000.0,married,tertiary education,18
7284,F,51,71000.0,single,upper secondary and post-secondary non-tertiary,137
7285,M,51,52000.0,married,tertiary education,73
7286,M,88,52000.0,single,below upper secondary,0
7287,M,54,56000.0,divorced,tertiary education,35
7288,F,22,45000.0,single,tertiary education,0
7289,M,67,51000.0,married,upper secondary and post-secondary non-tertiary,92
7290,M,59,42000.0,married,tertiary education,0
7291,F,35,51000.0,single,tertiary education,0
7292,M,53,35000.0,married,upper secondary and post-secondary non-tertiary,11
7293,F,67,57000.0,single,below upper secondary,0
7294,M,57,63000.0,married,tertiary education,55
7295,M,43,75000.0,single,upper secondary and post-secondary non-tertiary,37
7296,F,34,75000.0,single,upper secondary and post-secondary non-tertiary,172
7297,M,61,56000.0,married,tertiary education,0
7298,F,59,116000.0,married,tertiary education,165
7299,M,63,65000.0,married,upper secondary and post-secondary non-tertiary,33
7300,F,40,73000.0,married,tertiary education,4
7301,F,51,80000.0,married,upper secondary and post-secondary non-tertiary,95
7302,M,54,40000.0,married,tertiary education,34
7303,M,42,70000.0,single,upper secondary and post-secondary non-tertiary,184
7304,F,53,94000.0,married,tertiary education,0
7305,F,76,95000.0,widowed,tertiary education,138
7306,F,60,73000.0,single,upper secondary and post-secondary non-tertiary,130
